currency,details,image,images,ingredients,price,product_description,product_id,product_name,product_url,regular_price,unique_id
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-991-01625195350-0iBABE__.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-991-01625195350-0iBABE__-medium.png",,"Zutaten: WEIZENMEHL, Wasser, Palmöl, Ethylalkohol, WEIZENSTÄRKE, Zucker, Speisesalz, Rapsöl, Säuerungsmittel: Citronensäure.",0.99,Kann Spuren enthalten von,27-991,"Blätterteig, 275g",https://www.cleverleben.at/produkt/blaetterteig-275g-27991,0.99,27991
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-998-630274636--2qqh4hP.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-998-630274636--2qqh4hP-medium.png",,"Zutaten: WEIZENMEHL, Wasser, Glukosesirup, Stärke, Sonnenblumenöl, Salz, Weingeistessig, Konservierungsstoff: Kaliumsorbat.",0.99,Enthält - Ist im Produkt enthalten,27-998,"Gezogene Strudelteigblätter, 120g",https://www.cleverleben.at/produkt/gezogene-strudelteigblaetter-120g-27998,0.99,27998
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-676-0972742511-yO66zVaR.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-676-0972742511-yO66zVaR-medium.png",,,1.79,"Bruttogewicht: 1,25 Kilogramm",27-676,"Hundedose Rind & Nudeln, 1240g",https://www.cleverleben.at/produkt/hundedose-rind-und-nudeln-1240g-27676,1.79,27676
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-5479-01068242231-tAiXxe6H.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-5479-01068242231-tAiXxe6H-medium.png",,,8.99,"Bruttogewicht: 1,45 Kilogramm",27-5479,"Korn 38% VOL, 1L",https://www.cleverleben.at/produkt/korn-38-vol-1l-275479,8.99,275479
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25791-01278647840-6IxmQD-2.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25791-01278647840-6IxmQD-2-medium.png",,,10.99,"Bruttogewicht: 1,41 Kilogramm",27-25791,"Marillenschnaps, 1L",https://www.cleverleben.at/produkt/marillenschnaps-1l-2725791,10.99,2725791
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3548-551896965-edOFBr85.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3548-551896965-edOFBr85-medium.png",,,0.97,"Bruttogewicht: 0,052 Kilogramm",27-3548,"Zahnstocher, 250 Stück",https://www.cleverleben.at/produkt/zahnstocher-250-stueck-273548,0.97,273548
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3528-0501819019-yZeGg_xG.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3528-0501819019-yZeGg_xG-medium.png",,,1.09,"Bruttogewicht: 0,32 Kilogramm",27-3528,"Müllsäcke mit Zugband 60 Liter, 20Stk",https://www.cleverleben.at/produkt/muellsaecke-mit-zugband-60-liter-20stk-273528,1.09,273528
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-8573-595330338-lZU1C9Uu.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-8573-595330338-lZU1C9Uu-medium.png",,,1.79,"Bruttogewicht: 1,36 Kilogramm",27-8573,"Hundedose Geflügel, 1240g",https://www.cleverleben.at/produkt/hundedose-gefluegel-1240g-278573,1.79,278573
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-9881-0491243276-30Ei26kC.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-9881-0491243276-30Ei26kC-medium.png",,"Zutaten: MILCH, Salz, Lab, Lysozym (aus EI).",6.29,Enthält - Ist im Produkt enthalten,27-9881,"Grana Padano, 300g",https://www.cleverleben.at/produkt/grana-padano-300g-279881,6.29,279881
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-74-1853619499-OP-OO_Bn.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-74-1853619499-OP-OO_Bn-medium.png",,,1.99,Enthält - Ist im Produkt enthalten,27-74,"Toastkäse, 250g",https://www.cleverleben.at/produkt/toastkaese-250g-2774,1.99,2774
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-73-0381622693-bZPGkwDi.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-73-0381622693-bZPGkwDi-medium.png",,,3.79,Enthält - Ist im Produkt enthalten,27-73,"Schmelzkäse Eckerl, 400g",https://www.cleverleben.at/produkt/schmelzkaese-eckerl-400g-2773,3.79,2773
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23497-0605189310-3F4RXed9.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23497-0605189310-3F4RXed9-medium.png",,Zutaten: Schweinefleisch.,3.99,"Bruttogewicht: 0,522 Kilogramm",27-23497,"Schopfsteak vom Schwein, 500g",https://www.cleverleben.at/produkt/schopfsteak-vom-schwein-500g-2723497,3.99,2723497
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23498-01558780489-bk7CCUla.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23498-01558780489-bk7CCUla-medium.png",,Zutaten: Schweinefleisch.,8.98,"Bruttogewicht: 0,537 Kilogramm",27-23498,"Bauchstreifen vom Schwein, 500g",https://www.cleverleben.at/produkt/bauchstreifen-vom-schwein-500g-2723498,8.98,2723498
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23307-349222517-3m7yIq3A.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23307-349222517-3m7yIq3A-medium.png",,,5.24,Gewicht: -1 000 g,27-23307,"Putensteak, 275g",https://www.cleverleben.at/produkt/putensteak-275g-2723307,5.24,2723307
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23031-0544576036-Q968dXL5.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23031-0544576036-Q968dXL5-medium.png",,Zutaten: 100 % Putenfleisch,8.99,"Bruttogewicht: 0,756 Kilogramm",27-23031,"Putenbrust, 750g",https://www.cleverleben.at/produkt/putenbrust-750g-2723031,8.99,2723031
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23013-1919429676-zDvhG1xg.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23013-1919429676-zDvhG1xg-medium.png",,"Zutaten: Schweinefleisch, Meersalz, Gewürze, Dextrose, Konservierungsstoff: Natriumnitrit, Kaliumnitrat; Buchenholzrauch.",3.99,"Bruttogewicht: 0,14 Kilogramm",27-23013,"Schinkenspeckstifterl, 2 x 65g",https://www.cleverleben.at/produkt/schinkenspeckstifterl-2-x-65g-2723013,3.99,2723013
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-899-031373888-AmUbvyX6.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-899-031373888-AmUbvyX6-medium.png",,"Zutaten: Sauerkraut mit Lake, Speisesalz, Konservierungsstoff: Kaliumsorbat, Antioxidationsmittel: Ascorbinsäure.",0.79,Kochtopf,27-899,"Sauerkraut, 500g",https://www.cleverleben.at/produkt/sauerkraut-500g-27899,0.79,27899
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23426-1420960943-z5di7WRI.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-23426-1420960943-z5di7WRI-medium.png",,,6.49,Bruttogewicht: 1 Kilogramm,27-23426,"Hendl Brust, 2-4 Stück",https://www.cleverleben.at/produkt/hendl-brust-24-stueck-2723426,6.49,2723426
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-7618-1445546598-lKQw5GkX.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-7618-1445546598-lKQw5GkX-medium.png",,"Zutaten: marinierte Artischocken gegrillt (61%) (Artischocken, Wasser, Weinessig, Salz), Sonnenblumenöl (39%).",2.05,"Bruttogewicht: 0,465 Kilogramm",27-7618,"Artischocken gegrillt, 280g",https://www.cleverleben.at/produkt/artischocken-gegrillt-280g-277618,2.05,277618
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25094-01119888603-ycs3eQn7.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25094-01119888603-ycs3eQn7-medium.png",,,24.99,"Bruttogewicht: 0,322 Kilogramm",27-25094,"Chuck Steak vom Rind, 1kg",https://www.cleverleben.at/produkt/chuck-steak-vom-rind-1kg-2725094,24.99,2725094
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25093-0933887205-UdsmE3J7.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25093-0933887205-UdsmE3J7-medium.png",,,26.99,"Bruttogewicht: 0,322 Kilogramm",27-25093,"Hüft Steak vom Rind, 1kg",https://www.cleverleben.at/produkt/hueft-steak-vom-rind-1kg-2725093,26.99,2725093
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25092-656789634-e4EkX3tl.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25092-656789634-e4EkX3tl-medium.png",,,27.99,"Bruttogewicht: 0,322 Kilogramm",27-25092,"Rib Eye Steak vom Rind, 1kg",https://www.cleverleben.at/produkt/rib-eye-steak-vom-rind-1kg-2725092,27.99,2725092
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25091-1534508261-4U43_qGh.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25091-1534508261-4U43_qGh-medium.png",,,27.99,"Bruttogewicht: 0,322 Kilogramm",27-25091,"Rumpsteak vom Rind, 1kg",https://www.cleverleben.at/produkt/rumpsteak-vom-rind-1kg-2725091,27.99,2725091
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24880-2099595529-om2zNZ9I.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24880-2099595529-om2zNZ9I-medium.png",,,6.79,"Bruttogewicht: 0,517 Kilogramm",27-24880,"Hendl Innenfilets, 350g",https://www.cleverleben.at/produkt/hendl-innenfilets-350g-2724880,6.79,2724880
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24854-821757534-Y5ciXdIb.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24854-821757534-Y5ciXdIb-medium.png",,"Zutaten: für 100g Enderezeugnis: 154g Schweinefleisch, Speck, Speisesalz, Gewürze, Dextrose, Antioxidationsmittel: Natriumascorbat, Gewürzextrakte, SENFSAAT, Konservierungsstoff: Kaliumnitrat, Reifekulturen, Rauch. Kann Spuren von Sellerie enthalten. Wursthülle nicht essbar.",6.39,Kann Spuren enthalten von,27-24854,"Kantwurst, 400g",https://www.cleverleben.at/produkt/kantwurst-400g-2724854,6.39,2724854
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24795-01800672046-j-YzjFrS.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24795-01800672046-j-YzjFrS-medium.png",,,1.86,"Bruttogewicht: 0,113 Kilogramm",27-24795,"Bacon gekocht, 100g",https://www.cleverleben.at/produkt/bacon-gekocht-100g-2724795,1.86,2724795
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24570-582319488-0xsXt22H.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24570-582319488-0xsXt22H-medium.png",,"Zutaten: Schweinefleisch, Speisesalz, Zucker, Konservierungsstoffe: Natriumnitrit, Kaliumnitrat; Antioxidationsmittel: Natriumascorbat",2.19,"Bruttogewicht: 0,116 Kilogramm",27-24570,"Serrano Schinken, 100g",https://www.cleverleben.at/produkt/serrano-schinken-100g-2724570,2.19,2724570
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24537-1722927860-e_zoCus8.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24537-1722927860-e_zoCus8-medium.png",,"Zutaten: Schweinefleisch (96%), Speisesalz, Wasser, Gewürze, Dextrose, Stabilisator: Diphosphate; Kräuter, Zucker, Schafsaitling",3.89,Kann Spuren enthalten von,27-24537,"Bratwürstel, 360g",https://www.cleverleben.at/produkt/bratwuerstel-360g-2724537,3.89,2724537
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24399-364144104-jy1VJdoH.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24399-364144104-jy1VJdoH-medium.png",,"Zutaten: Schweinefleisch, Speisesalz, Dextrose, Gewürze, Gewürzextrakte, Rote-Bete-Pulver (färbend), Antioxidationsmittel: Natriumascorbat, Ascorbinsäure; Konservierungsstoff: Natriumnitrit; Reifekulturen, Rauch. 100 g Salami werden hergestellt aus aus 132 g Schweinefleisch. Kann Spuren von HASELNÜSSEN, MANDELN, WALNÜSSEN, MILCH und SENF enthalten.",2.19,Kann Spuren enthalten von,27-24399,"Salami, 150g",https://www.cleverleben.at/produkt/salami-150g-2724399,2.19,2724399
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24851-01177866259-QpkKn7EK.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24851-01177866259-QpkKn7EK-medium.png",,"Zutaten: für 100g Enderzeugnis: 160g Schweinefleisch, Speisesalz, Gewürze (enthält SENFSAAT),  Gewürzextrakte, Dextrose, Antioxidationsmittel: Natriumascorbat, Konservierungsstoff:  Kaliumnitrat, Reifekulturen, Edelschimmel. Kann Spuren von Sellerie enthalten. Wursthülle und Edelschimmel nicht essbar. Gewichtsverlust lagerungsbedingt.",7.99,Kann Spuren enthalten von,27-24851,"Ungarische Salami, 500g",https://www.cleverleben.at/produkt/ungarische-salami-500g-2724851,7.99,2724851
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24275-02057674610-Zeh8Y0FR.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-24275-02057674610-Zeh8Y0FR-medium.png",,"Zutaten: Schweinefleisch, Speck, Speisesalz, Dextrose, natürliche Aromen, Gewürze, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Kaliumnitrat; Gewürzextrakte, essbarer Rinderkollagendarm.",1.99,"Bruttogewicht: 0,106 Kilogramm",27-24275,"Salami Sticks, 100g",https://www.cleverleben.at/produkt/salami-sticks-100g-2724275,1.99,2724275
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-4651-01127395228-HEa1ymxU.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-4651-01127395228-HEa1ymxU-medium.png",,"Zutaten: Schweinefleisch, Rindfleisch, Speck, Speisesalz, Gewürze, Dextrose, Zucker, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; Reifekulturen, essbare Wursthülle (Rinderkollagen, Farbstoff: Paprikaextrakt), Buchenholzrauch.",3.69,Portionsgroesse: 100 Gramm,27-4651,"Landjäger, 2 Paar 200g",https://www.cleverleben.at/produkt/landjaeger-2-paar-200g-274651,3.69,274651
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3461-02069063128-bEarLeCi.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3461-02069063128-bEarLeCi-medium.png",,"Zutaten: Putenfleisch (88%), Wasser, Speisesalz, Gewürze, Gewürzextrakte, Maltodextrin, Dextrose, Stabilisatoren: Di-, Triphosphate; Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit.",2.69,Kann Spuren enthalten von,27-3461,"Putenschinken, 125g",https://www.cleverleben.at/produkt/putenschinken-125g-273461,2.69,273461
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3189-2058199866-EZEbn_Na.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3189-2058199866-EZEbn_Na-medium.png",,"Zutaten: Schweinefleisch (91%), Wasser, Speisesalz, Stabilisatoren: Di-, Triphosphate; Maltodextrin, Zucker, Gewürze, Knoblauch, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff:",2.79,Kann Spuren enthalten von,27-3189,"Toastschinken, 200g",https://www.cleverleben.at/produkt/toastschinken-200g-273189,2.79,273189
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-8994-01519439062-wrU8nOc4.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-8994-01519439062-wrU8nOc4-medium.png",,"Zutaten: 160g Schweinefleisch für 100g Endprodukt; Speck, Speisesalz, Gewürze (enthält Senfmehl), Dextrose, Maltodextrin, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Kaliumnitrat; Rote Beetesaftkonzentrat, Gewürzextrakte.",1.99,Kann Spuren enthalten von,27-8994,"Ungarische Salami, 100g",https://www.cleverleben.at/produkt/ungarische-salami-100g-278994,1.99,278994
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3188-1279056205-crXYwdwC.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3188-1279056205-crXYwdwC-medium.png",,"Zutaten: Schweinefleisch (95%), Speisesalz, Stabilisator: E 451; Würze,  Knoblauch, Konservierungsstoff: E 250; Maltodextrin, Gewürzextrakte, Dextrose, Antioxidationsmittel: E 301; Aroma, Buchenrauch.",8.99,Kann Spuren enthalten von,27-3188,"Selchroller, ca. 1000g",https://www.cleverleben.at/produkt/selchroller-ca-1000g-273188,8.99,273188
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3177-0570390131-CKBiKZcF.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3177-0570390131-CKBiKZcF-medium.png",,"Zutaten: Schweinefleisch (51%), Schweineleber (30%), Speck, Wasser, Speisesalz, Gewürze, Gewürzextrakte, Dextrose, Zucker, Antioxidationsmittel: Ascorbinsäure; Emulgator: Lecithine; Konservierungsstoff: Natriumnitrit.",1.39,Kann Spuren enthalten von,27-3177,"Leberstreichwurst, 200g",https://www.cleverleben.at/produkt/leberstreichwurst-200g-273177,1.39,273177
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3151-1842119449-8MgISX5v.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3151-1842119449-8MgISX5v-medium.png",,"Zutaten: Käsewürstel (80%): Schweine- und Rindfleisch (62%), EMMENTALER (20%), Trinkwasser, Speck, Kartoffelstärke, Speisesalz, Stabilisatoren: Triphosphate; Antioxidationsmittel: Ascorbinsäure; Gewürze, Konservierungsstoff: Natriumnitrit; Gewürzextrakte, Buchenrauch; Gedämpfter Bauchspeck (20%): Schweinefleisch, Speisesalz, Gewürze, Stabilisatoren: Triphosphate; Maltodextrin, Dextrose, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; Buchenrauch.",4.29,Enthält - Ist im Produkt enthalten,27-3151,"Bernerwürstel, 400g",https://www.cleverleben.at/produkt/bernerwuerstel-400g-273151,4.29,273151
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3149-905670961-EJbkMkqV.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3149-905670961-EJbkMkqV-medium.png",,"Zutaten: Schweine- u. Rindfleisch (83%), Wasser, Speisesalz, Maltodextrin, Stabilisator: E 451; Dextrose, Gewürze, Knoblauch, Konservierungsstoff: E 250; Antioxidationsmittel: E 300; Gewürzextrakte.",3.29,Kann Spuren enthalten von,27-3149,"Backofen-Leberkäse, 400g",https://www.cleverleben.at/produkt/backofenleberkaese-400g-273149,3.29,273149
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3025-01474912587-AC81LFWX.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-3025-01474912587-AC81LFWX-medium.png",,,4.79,"Bruttogewicht: 0,361 Kilogramm",27-3025,"Bergwurst, 350g",https://www.cleverleben.at/produkt/bergwurst-350g-273025,4.79,273025
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-2940-1330253858-pgFJPKUN.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-2940-1330253858-pgFJPKUN-medium.png",,"Zutaten: Schweinefleisch, Meersalz, Gewürze, Dextrose, Konservierungsstoffe: Natriumnitrit, Kaliumnitrat; Buchenholzrauch.",17.49,"Bruttogewicht: 0,413 Kilogramm",27-2940,"Bauchspeck im Ganzen, ca. 400g",https://www.cleverleben.at/produkt/bauchspeck-im-ganzen-ca-400g-272940,17.49,272940
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25185-532806760-WWsShZfl.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25185-532806760-WWsShZfl-medium.png",,"Zutaten: 71% Hühner Flügel, Weizenpaniermehl (WEIZENMEHL, Hefe, Salz), Cornflakes (Maismehl, Salz), Wasser, HÜHNERVOLLEI*, Speisesalz, Zucker, Kartoffelstärke, Aroma.",7.99,Enthält - Ist im Produkt enthalten,27-25185,"Chicken Wings mit Cornflakespanade, ca. 800g",https://www.cleverleben.at/produkt/chicken-wings-mit-cornflakespanade-ca-800g-2725185,7.99,2725185
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-2917-2000447201-2naDS5q1.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-2917-2000447201-2naDS5q1-medium.png",,"Zutaten: Schweinefleisch (73%), Rindfleisch (5%), Speck, Trinkwasser, Speisesalz, Gewürze, Stabilisator: Diphosphate; Zucker, Antioxidationsmittel: Ascorbinsäure, Konservierungsstoff: Natriumnitrit, Rindersaitling, Rauch.",3.99,"Bruttogewicht: 0,458 Kilogramm",27-2917,"Knacker, 450g",https://www.cleverleben.at/produkt/knacker-450g-272917,3.99,272917
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25125-02016954551-o9b9ZhtP.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25125-02016954551-o9b9ZhtP-medium.png",,"Zutaten: Schweinebauch, Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit), Dextrose, Antioxidationsmittel: Natriumascorbat; Reifekulturen, Rauch.",1.86,"Bruttogewicht: 0,113 Kilogramm",27-25125,"Bacon roh, 100g",https://www.cleverleben.at/produkt/bacon-roh-100g-2725125,1.86,2725125
€,,"https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25122-249565548-XbVBmHaO.png,https://images.cdn.europe-west1.gcp.commercetools.com/67a8072d-7ec5-4da6-a7cd-ffbdb7216f14/27-25122-249565548-XbVBmHaO-medium.png",,"Zutaten: 154g Schweinefleisch, Speisesalz, Dextrose, Gewürze, Gewürzextrakte, Antioxidationsmittel: Natriumascorbat; SENFSAAT, Rote Beete Pulver, Konservierungsstoff: Natriumnitrit, Kaliumnitrat, Rauch, Reifekulturen.",1.99,Kann Spuren enthalten von,27-25122,"Kantwurst, 100g",https://www.cleverleben.at/produkt/kantwurst-100g-2725122,1.99,2725122
